Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2022-12-05,10.59187031,0,11.11499977,0,11.60000038,10.93000031,11.43999958,0,301980000
2022-12-06,9.920053482,0,10.40999985,0,11.10499954,10.25,11.09000015,0,339801000
2022-12-07,9.800935745,0,10.28499985,0,10.51500034,10.09000015,10.27999973,0,347335800
2022-12-08,10.14875793,0,10.64999962,0,10.75,10.19499969,10.43500042,0,377840200
2022-12-09,9.953404427,0,10.44499969,0,10.84500027,10.38500023,10.52499962,0,354007800
2022-12-12,10.31551933,0,10.82499981,0,10.82999992,10.33500004,10.45499992,0,225655000
2022-12-13,10.63951683,0,11.16499996,0,12.11499977,10.85999966,12.09000015,0,695385600
2022-12-14,10.38699055,0,10.89999962,0,11.49499989,10.53999996,11.10499954,0,578911000
2022-12-15,9.357820511,0,9.819999695,0,10.51500034,9.675000191,10.43000031,0,428053200
2022-12-16,9.081468582,0,9.529999733,0,9.904999733,9.354999542,9.739999771,0,351284200
2022-12-19,8.705059052,0,9.135000229,0,9.56499958,8.989999771,9.550000191,0,310533000
2022-12-20,8.666945457,0,9.095000267,0,9.279999733,8.835000038,9,0,345762400
2022-12-21,9.04335022,0,9.489999771,0,9.625,9.114999771,9.204999924,0,326374600
2022-12-22,8.400614738,0,8.770000458,0.049,9.125,8.289999962,9.114999771,0,460900400
2022-12-23,8.424561501,0,8.795000076,0,8.859999657,8.414999962,8.604999542,0,330134600
2022-12-27,8.065356255,0,8.420000076,0,8.739999771,8.359999657,8.729999542,0,263200600
2022-12-28,7.739676952,0,8.079999924,0,8.600000381,8.050000191,8.375,0,364869200
2022-12-29,8.285668373,0,8.649999619,0,8.75,8.265000343,8.335000038,0,306109800
2022-12-30,8.285668373,0,8.649999619,0,8.649999619,8.25,8.380000114,0,301941200
2023-01-03,8.098880768,0,8.454999924,0,9.020000458,8.234999657,8.869999886,0,359851800
2023-01-04,8.223406792,0,8.585000038,0,8.744999886,8.270000458,8.664999962,0,435272800
2023-01-05,7.835464001,0,8.180000305,0,8.425000191,8.140000343,8.404999733,0,362504000
2023-01-06,8.44851017,0,8.819999695,0,8.949999809,8.050000191,8.324999809,0,466895200
2023-01-09,8.625715256,0,9.005000114,0,9.479999542,8.944999695,9.039999962,0,372042800
2023-01-10,8.855607986,0,9.244999886,0,9.244999886,8.850000381,8.909999847,0,328723000
2023-01-11,9.296232224,0,9.704999924,0,9.715000153,9.260000229,9.340000153,0,302550000
2023-01-12,9.439914703,0,9.854999542,0,9.960000038,9.295000076,9.760000229,0,561852600
2023-01-13,9.626700401,0,10.05000019,0,10.08500004,9.550000191,9.585000038,0,319566000
2023-01-17,9.679383278,0,10.10499954,0,10.25500011,9.904999733,10.02999973,0,279515800
2023-01-18,9.320178986,0,9.729999542,0,10.45499992,9.694999695,10.28999996,0,373300200
2023-01-19,9.028026581,0,9.425000191,0,9.654999733,9.289999962,9.534999847,0,332741400
2023-01-20,9.765593529,0,10.19499969,0,10.22500038,9.479999542,9.590000153,0,322650400
2023-01-23,10.40737438,0,10.86499977,0,11,10.18999958,10.27499962,0,388084200
2023-01-24,10.34511185,0,10.80000019,0,10.93500042,10.61999989,10.68000031,0,290013000
2023-01-25,10.2684803,0,10.72000027,0,10.79500008,9.989999771,10.27999973,0,436167200
2023-01-26,10.86236954,0,11.34000015,0,11.35999966,10.80000019,11.10999966,0,406837800
2023-01-27,11.17367935,0,11.66499996,0,11.90999985,11.16499996,11.18000031,0,376822200
2023-01-30,10.50316048,0,10.96500015,0,11.44999981,10.92500019,11.27499962,0,347816000
2023-01-31,10.97252178,0,11.45499992,0,11.46000004,10.94999981,10.97000027,0,316513800
2023-02-01,11.68135548,0,12.19499969,0,12.47500038,11.18000031,11.43000031,0,543277600
2023-02-02,12.88828659,0,13.45499992,0,13.72500038,12.875,12.97999954,0,535770200
2023-02-03,12.22255993,0,12.76000023,0,13.56999969,12.55500031,12.60499954,0,534808400
2023-02-06,11.9112463,0,12.43500042,0,12.72500038,12.26000023,12.42500019,0,323632400
2023-02-07,12.64881325,0,13.20499992,0,13.34500027,12.27000046,12.41499996,0,519789200
2023-02-08,11.96872139,0,12.49499989,0,13.14999962,12.40499973,13.02499962,0,362514400
2023-02-09,11.64783001,0,12.15999985,0,13.04500008,11.96500015,13.02499962,0,395196800
